"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"1","Country","RUS","Russia","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,12.2,,
"1","Country","RUS","Russia","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2009","2009",,,"0","Units",,,46152,,
"1","Country","RUS","Russia","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,31.9,,
"1","Country","RUS","Russia","MORT_TRANSP_RA","Mortality rate due to transport accident (deaths for  100 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,1777.6,,
"1","Country","RUS","Russia","HOMIC","Intentional Homicides (number)","ALL","All regions","2010","2010",,,"0","Units",,,15743,,
"1","Country","RUS","Russia","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,10.9,,
"1","Country","RUS","Russia","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2010","2010",,,"0","Units",,,42046,,
"1","Country","RUS","Russia","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,29,,
"1","Country","RUS","Russia","MORT_TRANSP_RA","Mortality rate due to transport accident (deaths for  100 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,1875.9,,
"1","Country","RUS","Russia","HOMIC","Intentional Homicides (number)","ALL","All regions","2011","2011",,,"0","Units",,,14416,,
"1","Country","RUS","Russia","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,9.9,,
"1","Country","RUS","Russia","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2011","2011",,,"0","Units",,,43476,,
"1","Country","RUS","Russia","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,30,,
"1","Country","RUS","Russia","MORT_TRANSP_RA","Mortality rate due to transport accident (deaths for  100 000 population)","ALL","All regions","2012","2012",,,"0","Units",,,1882.6,,
"1","Country","RUS","Russia","HOMIC","Intentional Homicides (number)","ALL","All regions","2012","2012",,,"0","Units",,,13400,,
"1","Country","RUS","Russia","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2012","2012",,,"0","Units",,,9.2,,
"1","Country","RUS","Russia","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2012","2012",,,"0","Units",,,41362,,
"1","Country","RUS","Russia","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2012","2012",,,"0","Units",,,28.5,,
"1","Country","RUS","Russia","HOMIC","Intentional Homicides (number)","ALL","All regions","2013","2013",,,"0","Units",,,12479,,
"1","Country","RUS","Russia","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2013","2013",,,"0","Units",,,8.6,,
"1","Country","RUS","Russia","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2013","2013",,,"0","Units",,,38054,,
"1","Country","RUS","Russia","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2013","2013",,,"0","Units",,,26.1,,
"1","Country","RUS","Russia","HOMIC","Intentional Homicides (number)","ALL","All regions","2014","2014",,,"0","Units",,,11908,,
"1","Country","RUS","Russia","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2014","2014",,,"0","Units",,,34520,,
"1","Country","GRC","Greece","HOMIC","Intentional Homicides (number)","ALL","All regions","2001","2001",,,"0","Units",,,132,,
"1","Country","GRC","Greece","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2001","2001",,,"0","Units",,,1.2,,
"1","Country","GRC","Greece","HOMIC","Intentional Homicides (number)","ALL","All regions","2002","2002",,,"0","Units",,,94,,
"1","Country","GRC","Greece","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2002","2002",,,"0","Units",,,0.9,,
"1","Country","GRC","Greece","HOMIC","Intentional Homicides (number)","ALL","All regions","2003","2003",,,"0","Units",,,116,,
"1","Country","GRC","Greece","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2003","2003",,,"0","Units",,,1.1,,
"1","Country","GRC","Greece","HOMIC","Intentional Homicides (number)","ALL","All regions","2004","2004",,,"0","Units",,,111,,
"1","Country","GRC","Greece","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2004","2004",,,"0","Units",,,1,,
"1","Country","GRC","Greece","HOMIC","Intentional Homicides (number)","ALL","All regions","2005","2005",,,"0","Units",,,132,,
"1","Country","GRC","Greece","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2005","2005",,,"0","Units",,,1.2,,
"1","Country","GRC","Greece","HOMIC","Intentional Homicides (number)","ALL","All regions","2006","2006",,,"0","Units",,,110,,
"1","Country","GRC","Greece","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2006","2006",,,"0","Units",,,1,,
"1","Country","GRC","Greece","HOMIC","Intentional Homicides (number)","ALL","All regions","2007","2007",,,"0","Units",,,128,,
"1","Country","GRC","Greece","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2007","2007",,,"0","Units",,,1.2,,
"1","Country","GRC","Greece","HOMIC","Intentional Homicides (number)","ALL","All regions","2008","2008",,,"0","Units",,,139,,
"1","Country","GRC","Greece","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2008","2008",,,"0","Units",,,1.3,,
"1","Country","GRC","Greece","HOMIC","Intentional Homicides (number)","ALL","All regions","2009","2009",,,"0","Units",,,144,,
"1","Country","GRC","Greece","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,1.3,,
"1","Country","GRC","Greece","HOMIC","Intentional Homicides (number)","ALL","All regions","2010","2010",,,"0","Units",,,179,,
"1","Country","GRC","Greece","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,1.6,,
"1","Country","GRC","Greece","HOMIC","Intentional Homicides (number)","ALL","All regions","2011","2011",,,"0","Units",,,166,,
"1","Country","GRC","Greece","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,1.5,,
"1","Country","GRC","Greece","HOMIC","Intentional Homicides (number)","ALL","All regions","2012","2012",,,"0","Units",,,160,,
"1","Country","GRC","Greece","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2012","2012",,,"0","Units",,,1.4,,
"1","Country","GRC","Greece","HOMIC","Intentional Homicides (number)","ALL","All regions","2013","2013",,,"0","Units",,,141,,
"1","Country","GRC","Greece","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2013","2013",,,"0","Units",,,1.3,,
"1","Country","HUN","Hungary","HOMIC","Intentional Homicides (number)","ALL","All regions","2001","2001",,,"0","Units",,,253,,
"1","Country","HUN","Hungary","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2001","2001",,,"0","Units",,,2.5,,
"1","Country","HUN","Hungary","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2001","2001",,,"0","Units",,,10662,,
"1","Country","HUN","Hungary","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2001","2001",,,"0","Units",,,104.7,,
"1","Country","HUN","Hungary","HOMIC","Intentional Homicides (number)","ALL","All regions","2002","2002",,,"0","Units",,,203,,
"1","Country","HUN","Hungary","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2002","2002",,,"0","Units",,,2,,
"1","Country","HUN","Hungary","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2002","2002",,,"0","Units",,,9416,,
"1","Country","HUN","Hungary","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2002","2002",,,"0","Units",,,92.7,,
"1","Country","HUN","Hungary","HOMIC","Intentional Homicides (number)","ALL","All regions","2003","2003",,,"0","Units",,,228,,
"1","Country","HUN","Hungary","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2003","2003",,,"0","Units",,,2.3,,
"1","Country","HUN","Hungary","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2003","2003",,,"0","Units",,,9771,,
"1","Country","HUN","Hungary","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2003","2003",,,"0","Units",,,96.5,,
"1","Country","HUN","Hungary","HOMIC","Intentional Homicides (number)","ALL","All regions","2004","2004",,,"0","Units",,,207,,
"1","Country","HUN","Hungary","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2004","2004",,,"0","Units",,,2,,
"1","Country","HUN","Hungary","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2004","2004",,,"0","Units",,,8901,,
"1","Country","HUN","Hungary","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2004","2004",,,"0","Units",,,88.1,,
"1","Country","HUN","Hungary","HOMIC","Intentional Homicides (number)","ALL","All regions","2005","2005",,,"0","Units",,,163,,
"1","Country","HUN","Hungary","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2005","2005",,,"0","Units",,,1.6,,
"1","Country","HUN","Hungary","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2005","2005",,,"0","Units",,,8803,,
"1","Country","HUN","Hungary","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2005","2005",,,"0","Units",,,87.3,,
"1","Country","HUN","Hungary","HOMIC","Intentional Homicides (number)","ALL","All regions","2006","2006",,,"0","Units",,,174,,
"1","Country","HUN","Hungary","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2006","2006",,,"0","Units",,,1.7,,
"1","Country","HUN","Hungary","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2006","2006",,,"0","Units",,,8218,,
"1","Country","HUN","Hungary","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2006","2006",,,"0","Units",,,81.6,,
"1","Country","HUN","Hungary","HOMIC","Intentional Homicides (number)","ALL","All regions","2007","2007",,,"0","Units",,,152,,
"1","Country","HUN","Hungary","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2007","2007",,,"0","Units",,,1.5,,
"1","Country","HUN","Hungary","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2007","2007",,,"0","Units",,,8263,,
"1","Country","HUN","Hungary","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2007","2007",,,"0","Units",,,82.2,,
"1","Country","HUN","Hungary","HOMIC","Intentional Homicides (number)","ALL","All regions","2008","2008",,,"0","Units",,,147,,
"1","Country","HUN","Hungary","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2008","2008",,,"0","Units",,,1.5,,
"1","Country","HUN","Hungary","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2008","2008",,,"0","Units",,,7742,,
"1","Country","HUN","Hungary","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2008","2008",,,"0","Units",,,77.1,,
"1","Country","HUN","Hungary","HOMIC","Intentional Homicides (number)","ALL","All regions","2009","2009",,,"0","Units",,,138,,
"1","Country","HUN","Hungary","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,1.4,,
"1","Country","HUN","Hungary","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2009","2009",,,"0","Units",,,8144,,
"1","Country","HUN","Hungary","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,81.3,,
"1","Country","HUN","Hungary","HOMIC","Intentional Homicides (number)","ALL","All regions","2010","2010",,,"0","Units",,,130,,
"1","Country","HUN","Hungary","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,1.3,,
"1","Country","HUN","Hungary","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2010","2010",,,"0","Units",,,7002,,
"1","Country","HUN","Hungary","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,70,,
"1","Country","HUN","Hungary","HOMIC","Intentional Homicides (number)","ALL","All regions","2011","2011",,,"0","Units",,,141,,
"1","Country","HUN","Hungary","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,1.4,,
"1","Country","HUN","Hungary","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2011","2011",,,"0","Units",,,7358,,
"1","Country","HUN","Hungary","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,73.9,,
"1","Country","HUN","Hungary","HOMIC","Intentional Homicides (number)","ALL","All regions","2012","2012",,,"0","Units",,,112,,
"1","Country","HUN","Hungary","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2012","2012",,,"0","Units",,,1.1,,
"1","Country","HUN","Hungary","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2012","2012",,,"0","Units",,,7986,,
"1","Country","HUN","Hungary","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2012","2012",,,"0","Units",,,80.5,,
"1","Country","HUN","Hungary","HOMIC","Intentional Homicides (number)","ALL","All regions","2013","2013",,,"0","Units",,,135,,
"1","Country","HUN","Hungary","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2013","2013",,,"0","Units",,,1.4,,
"1","Country","HUN","Hungary","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2013","2013",,,"0","Units",,,6342,,
"1","Country","HUN","Hungary","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2013","2013",,,"0","Units",,,64.1,,
"1","Country","ISL","Iceland","HOMIC","Intentional Homicides (number)","ALL","All regions","2001","2001",,,"0","Units",,,1,,
"1","Country","ISL","Iceland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2001","2001",,,"0","Units",,,0.4,,
"1","Country","ISL","Iceland","HOMIC","Intentional Homicides (number)","ALL","All regions","2002","2002",,,"0","Units",,,4,,
"1","Country","ISL","Iceland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2002","2002",,,"0","Units",,,1.4,,
"1","Country","ISL","Iceland","HOMIC","Intentional Homicides (number)","ALL","All regions","2003","2003",,,"0","Units",,,0,,
"1","Country","ISL","Iceland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2003","2003",,,"0","Units",,,0,,
"1","Country","ISL","Iceland","HOMIC","Intentional Homicides (number)","ALL","All regions","2004","2004",,,"0","Units",,,3,,
"1","Country","ISL","Iceland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2004","2004",,,"0","Units",,,1,,
"1","Country","ISL","Iceland","HOMIC","Intentional Homicides (number)","ALL","All regions","2005","2005",,,"0","Units",,,3,,
"1","Country","ISL","Iceland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2005","2005",,,"0","Units",,,1,,
"1","Country","ISL","Iceland","HOMIC","Intentional Homicides (number)","ALL","All regions","2006","2006",,,"0","Units",,,0,,
"1","Country","ISL","Iceland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2006","2006",,,"0","Units",,,0,,
"1","Country","ISL","Iceland","HOMIC","Intentional Homicides (number)","ALL","All regions","2007","2007",,,"0","Units",,,2,,
"1","Country","ISL","Iceland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2007","2007",,,"0","Units",,,0.6,,
"1","Country","ISL","Iceland","HOMIC","Intentional Homicides (number)","ALL","All regions","2008","2008",,,"0","Units",,,0,,
"1","Country","ISL","Iceland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2008","2008",,,"0","Units",,,0,,
"1","Country","ISL","Iceland","HOMIC","Intentional Homicides (number)","ALL","All regions","2009","2009",,,"0","Units",,,1,,
"1","Country","ISL","Iceland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,0.3,,
"1","Country","ISL","Iceland","HOMIC","Intentional Homicides (number)","ALL","All regions","2010","2010",,,"0","Units",,,2,,
"1","Country","ISL","Iceland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,0.6,,
"1","Country","ISL","Iceland","HOMIC","Intentional Homicides (number)","ALL","All regions","2011","2011",,,"0","Units",,,3,,
"1","Country","ISL","Iceland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,0.9,,
"1","Country","ISL","Iceland","HOMIC","Intentional Homicides (number)","ALL","All regions","2012","2012",,,"0","Units",,,1,,
"1","Country","ISL","Iceland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2012","2012",,,"0","Units",,,0.3,,
"1","Country","IRL","Ireland","HOMIC","Intentional Homicides (number)","ALL","All regions","2001","2001",,,"0","Units",,,58,,
"1","Country","IRL","Ireland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2001","2001",,,"0","Units",,,1.5,,
"1","Country","IRL","Ireland","HOMIC","Intentional Homicides (number)","ALL","All regions","2002","2002",,,"0","Units",,,133,,
"1","Country","IRL","Ireland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2002","2002",,,"0","Units",,,3.4,,
"1","Country","IRL","Ireland","HOMIC","Intentional Homicides (number)","ALL","All regions","2003","2003",,,"0","Units",,,37,,
"1","Country","IRL","Ireland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2003","2003",,,"0","Units",,,0.9,,
"1","Country","IRL","Ireland","HOMIC","Intentional Homicides (number)","ALL","All regions","2004","2004",,,"0","Units",,,30,,
"1","Country","IRL","Ireland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2004","2004",,,"0","Units",,,0.7,,
"1","Country","IRL","Ireland","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2004","2004",,,"0","Units",,,14100,,
"1","Country","IRL","Ireland","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2004","2004",,,"0","Units",,,350,,
"1","Country","IRL","Ireland","HOMIC","Intentional Homicides (number)","ALL","All regions","2005","2005",,,"0","Units",,,51,,
"1","Country","IRL","Ireland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2005","2005",,,"0","Units",,,1.2,,
"1","Country","IRL","Ireland","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2005","2005",,,"0","Units",,,13938,,
"1","Country","IRL","Ireland","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2005","2005",,,"0","Units",,,339,,
"1","Country","IRL","Ireland","HOMIC","Intentional Homicides (number)","ALL","All regions","2006","2006",,,"0","Units",,,60,,
"1","Country","IRL","Ireland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2006","2006",,,"0","Units",,,1.4,,
"1","Country","IRL","Ireland","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2006","2006",,,"0","Units",,,13344,,
"1","Country","IRL","Ireland","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2006","2006",,,"0","Units",,,317.1,,
"1","Country","IRL","Ireland","HOMIC","Intentional Homicides (number)","ALL","All regions","2007","2007",,,"0","Units",,,70,,
"1","Country","IRL","Ireland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2007","2007",,,"0","Units",,,1.6,,
"1","Country","IRL","Ireland","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2007","2007",,,"0","Units",,,13265,,
"1","Country","IRL","Ireland","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2007","2007",,,"0","Units",,,305.6,,
"1","Country","IRL","Ireland","HOMIC","Intentional Homicides (number)","ALL","All regions","2008","2008",,,"0","Units",,,48,,
"1","Country","IRL","Ireland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2008","2008",,,"0","Units",,,1.1,,
"1","Country","IRL","Ireland","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2008","2008",,,"0","Units",,,13970,,
"1","Country","IRL","Ireland","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2008","2008",,,"0","Units",,,313.4,,
"1","Country","IRL","Ireland","HOMIC","Intentional Homicides (number)","ALL","All regions","2009","2009",,,"0","Units",,,54,,
"1","Country","IRL","Ireland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,1.2,,
"1","Country","IRL","Ireland","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2009","2009",,,"0","Units",,,12784,,
"1","Country","IRL","Ireland","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,282.7,,
"1","Country","IRL","Ireland","HOMIC","Intentional Homicides (number)","ALL","All regions","2010","2010",,,"0","Units",,,52,,
"1","Country","IRL","Ireland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,1.1,,
"1","Country","IRL","Ireland","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2010","2010",,,"0","Units",,,11105,,
"1","Country","IRL","Ireland","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,244.1,,
"1","Country","IRL","Ireland","HOMIC","Intentional Homicides (number)","ALL","All regions","2011","2011",,,"0","Units",,,41,,
"1","Country","IRL","Ireland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,0.9,,
"1","Country","IRL","Ireland","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2011","2011",,,"0","Units",,,10112,,
"1","Country","IRL","Ireland","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,221.2,,
"1","Country","IRL","Ireland","HOMIC","Intentional Homicides (number)","ALL","All regions","2012","2012",,,"0","Units",,,50,,
"1","Country","IRL","Ireland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2012","2012",,,"0","Units",,,1.1,,
"1","Country","IRL","Ireland","HOMIC","Intentional Homicides (number)","ALL","All regions","2013","2013",,,"0","Units",,,51,,
"1","Country","IRL","Ireland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2013","2013",,,"0","Units",,,1.1,,
"1","Country","NLD","Netherlands","HOMIC","Intentional Homicides (number)","ALL","All regions","2001","2001",,,"0","Units",,,202,,
"1","Country","NLD","Netherlands","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2001","2001",,,"0","Units",,,1.3,,
"1","Country","NLD","Netherlands","HOMIC","Intentional Homicides (number)","ALL","All regions","2002","2002",,,"0","Units",,,195,,
"1","Country","NLD","Netherlands","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2002","2002",,,"0","Units",,,1.2,,
"1","Country","NLD","Netherlands","HOMIC","Intentional Homicides (number)","ALL","All regions","2003","2003",,,"0","Units",,,202,,
"1","Country","NLD","Netherlands","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2003","2003",,,"0","Units",,,1.2,,
"1","Country","NLD","Netherlands","HOMIC","Intentional Homicides (number)","ALL","All regions","2004","2004",,,"0","Units",,,191,,
"1","Country","NLD","Netherlands","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2004","2004",,,"0","Units",,,1.2,,
"1","Country","NLD","Netherlands","HOMIC","Intentional Homicides (number)","ALL","All regions","2005","2005",,,"0","Units",,,174,,
"1","Country","NLD","Netherlands","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2005","2005",,,"0","Units",,,1.1,,
"1","Country","NLD","Netherlands","HOMIC","Intentional Homicides (number)","ALL","All regions","2006","2006",,,"0","Units",,,128,,
"1","Country","NLD","Netherlands","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2006","2006",,,"0","Units",,,0.8,,
"1","Country","NLD","Netherlands","HOMIC","Intentional Homicides (number)","ALL","All regions","2007","2007",,,"0","Units",,,143,,
"1","Country","NLD","Netherlands","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2007","2007",,,"0","Units",,,0.9,,
"1","Country","NLD","Netherlands","HOMIC","Intentional Homicides (number)","ALL","All regions","2008","2008",,,"0","Units",,,150,,
"1","Country","NLD","Netherlands","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2008","2008",,,"0","Units",,,0.9,,
"1","Country","NLD","Netherlands","HOMIC","Intentional Homicides (number)","ALL","All regions","2009","2009",,,"0","Units",,,154,,
"1","Country","NLD","Netherlands","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,0.9,,
"1","Country","NLD","Netherlands","HOMIC","Intentional Homicides (number)","ALL","All regions","2010","2010",,,"0","Units",,,144,,
"1","Country","NLD","Netherlands","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,0.9,,
"1","Country","NLD","Netherlands","HOMIC","Intentional Homicides (number)","ALL","All regions","2011","2011",,,"0","Units",,,143,,
"1","Country","NLD","Netherlands","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,0.9,,
"1","Country","NLD","Netherlands","HOMIC","Intentional Homicides (number)","ALL","All regions","2012","2012",,,"0","Units",,,145,,
"1","Country","NLD","Netherlands","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2012","2012",,,"0","Units",,,0.9,,
"1","Country","NZL","New Zealand","HOMIC","Intentional Homicides (number)","ALL","All regions","2001","2001",,,"0","Units",,,51,,
