"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"1","Country","KOR","Korea","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,2.5,,
"1","Country","KOR","Korea","HOMIC","Intentional Homicides (number)","ALL","All regions","2011","2011",,,"0","Units",,,989,,
"1","Country","KOR","Korea","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,2,,
"1","Country","KOR","Korea","HOMIC","Intentional Homicides (number)","ALL","All regions","2012","2012",,,"0","Units",,,784,,
"1","Country","KOR","Korea","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2012","2012",,,"0","Units",,,1.6,,
"1","Country","KOR","Korea","HOMIC","Intentional Homicides (number)","ALL","All regions","2013","2013",,,"0","Units",,,755,,
"1","Country","KOR","Korea","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2013","2013",,,"0","Units",,,1.5,,
"1","Country","LUX","Luxembourg","HOMIC","Intentional Homicides (number)","ALL","All regions","2001","2001",,,"0","Units",,,6,,
"1","Country","LUX","Luxembourg","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2001","2001",,,"0","Units",,,1.4,,
"1","Country","LUX","Luxembourg","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2001","2001",,,"0","Units",,,589,,
"1","Country","LUX","Luxembourg","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2001","2001",,,"0","Units",,,133.4,,
"1","Country","LUX","Luxembourg","HOMIC","Intentional Homicides (number)","ALL","All regions","2002","2002",,,"0","Units",,,4,,
"1","Country","LUX","Luxembourg","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2002","2002",,,"0","Units",,,0.9,,
"1","Country","LUX","Luxembourg","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2002","2002",,,"0","Units",,,575,,
"1","Country","LUX","Luxembourg","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2002","2002",,,"0","Units",,,128.9,,
"1","Country","LUX","Luxembourg","HOMIC","Intentional Homicides (number)","ALL","All regions","2003","2003",,,"0","Units",,,3,,
"1","Country","LUX","Luxembourg","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2003","2003",,,"0","Units",,,0.7,,
"1","Country","LUX","Luxembourg","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2003","2003",,,"0","Units",,,544,,
"1","Country","LUX","Luxembourg","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2003","2003",,,"0","Units",,,120.5,,
"1","Country","LUX","Luxembourg","HOMIC","Intentional Homicides (number)","ALL","All regions","2004","2004",,,"0","Units",,,2,,
"1","Country","LUX","Luxembourg","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2004","2004",,,"0","Units",,,0.4,,
"1","Country","LUX","Luxembourg","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2004","2004",,,"0","Units",,,616,,
"1","Country","LUX","Luxembourg","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2004","2004",,,"0","Units",,,134.5,,
"1","Country","LUX","Luxembourg","HOMIC","Intentional Homicides (number)","ALL","All regions","2005","2005",,,"0","Units",,,4,,
"1","Country","LUX","Luxembourg","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2005","2005",,,"0","Units",,,0.9,,
"1","Country","LUX","Luxembourg","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2005","2005",,,"0","Units",,,555,,
"1","Country","LUX","Luxembourg","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2005","2005",,,"0","Units",,,119.3,,
"1","Country","LUX","Luxembourg","HOMIC","Intentional Homicides (number)","ALL","All regions","2006","2006",,,"0","Units",,,9,,
"1","Country","LUX","Luxembourg","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2006","2006",,,"0","Units",,,1.9,,
"1","Country","LUX","Luxembourg","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2006","2006",,,"0","Units",,,612,,
"1","Country","LUX","Luxembourg","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2006","2006",,,"0","Units",,,129.5,,
"1","Country","LUX","Luxembourg","HOMIC","Intentional Homicides (number)","ALL","All regions","2007","2007",,,"0","Units",,,7,,
"1","Country","LUX","Luxembourg","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2007","2007",,,"0","Units",,,1.5,,
"1","Country","LUX","Luxembourg","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2007","2007",,,"0","Units",,,517,,
"1","Country","LUX","Luxembourg","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2007","2007",,,"0","Units",,,107.7,,
"1","Country","LUX","Luxembourg","HOMIC","Intentional Homicides (number)","ALL","All regions","2008","2008",,,"0","Units",,,7,,
"1","Country","LUX","Luxembourg","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2008","2008",,,"0","Units",,,1.4,,
"1","Country","LUX","Luxembourg","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2008","2008",,,"0","Units",,,394,,
"1","Country","LUX","Luxembourg","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2008","2008",,,"0","Units",,,80.6,,
"1","Country","LUX","Luxembourg","HOMIC","Intentional Homicides (number)","ALL","All regions","2009","2009",,,"0","Units",,,5,,
"1","Country","LUX","Luxembourg","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,1,,
"1","Country","LUX","Luxembourg","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2009","2009",,,"0","Units",,,428,,
"1","Country","LUX","Luxembourg","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,86,,
"1","Country","LUX","Luxembourg","HOMIC","Intentional Homicides (number)","ALL","All regions","2010","2010",,,"0","Units",,,8,,
"1","Country","LUX","Luxembourg","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,1.6,,
"1","Country","LUX","Luxembourg","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2010","2010",,,"0","Units",,,428,,
"1","Country","LUX","Luxembourg","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,84.4,,
"1","Country","LUX","Luxembourg","HOMIC","Intentional Homicides (number)","ALL","All regions","2011","2011",,,"0","Units",,,4,,
"1","Country","LUX","Luxembourg","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,0.8,,
"1","Country","LUX","Luxembourg","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2011","2011",,,"0","Units",,,462,,
"1","Country","LUX","Luxembourg","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,89.1,,
"1","Country","MEX","Mexico","HOMIC","Intentional Homicides (number)","ALL","All regions","2001","2001",,,"0","Units",,,10207,,
"1","Country","MEX","Mexico","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2001","2001",,,"0","Units",,,10,,
"1","Country","MEX","Mexico","HOMIC","Intentional Homicides (number)","ALL","All regions","2002","2002",,,"0","Units",,,10023,,
"1","Country","MEX","Mexico","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2002","2002",,,"0","Units",,,9.7,,
"1","Country","MEX","Mexico","HOMIC","Intentional Homicides (number)","ALL","All regions","2003","2003",,,"0","Units",,,10052,,
"1","Country","MEX","Mexico","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2003","2003",,,"0","Units",,,9.6,,
"1","Country","MEX","Mexico","HOMIC","Intentional Homicides (number)","ALL","All regions","2004","2004",,,"0","Units",,,9327,,
"1","Country","MEX","Mexico","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2004","2004",,,"0","Units",,,8.8,,
"1","Country","MEX","Mexico","HOMIC","Intentional Homicides (number)","ALL","All regions","2005","2005",,,"0","Units",,,9913,,
"1","Country","MEX","Mexico","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2005","2005",,,"0","Units",,,9.3,,
"1","Country","MEX","Mexico","HOMIC","Intentional Homicides (number)","ALL","All regions","2006","2006",,,"0","Units",,,10447,,
"1","Country","MEX","Mexico","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2006","2006",,,"0","Units",,,9.6,,
"1","Country","MEX","Mexico","HOMIC","Intentional Homicides (number)","ALL","All regions","2007","2007",,,"0","Units",,,8863,,
"1","Country","MEX","Mexico","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2007","2007",,,"0","Units",,,8.1,,
"1","Country","MEX","Mexico","HOMIC","Intentional Homicides (number)","ALL","All regions","2008","2008",,,"0","Units",,,14004,,
"1","Country","MEX","Mexico","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2008","2008",,,"0","Units",,,12.6,,
"1","Country","MEX","Mexico","HOMIC","Intentional Homicides (number)","ALL","All regions","2009","2009",,,"0","Units",,,19803,,
"1","Country","MEX","Mexico","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,17.5,,
"1","Country","MEX","Mexico","HOMIC","Intentional Homicides (number)","ALL","All regions","2010","2010",,,"0","Units",,,25757,"E","Estimated value"
"1","Country","MEX","Mexico","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,22.5,"E","Estimated value"
"1","Country","MEX","Mexico","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2010","2010",,,"0","Units",,,151921,,
"1","Country","MEX","Mexico","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,133,,
"1","Country","MEX","Mexico","HOMIC","Intentional Homicides (number)","ALL","All regions","2011","2011",,,"0","Units",,,27212,,
"1","Country","MEX","Mexico","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,23.5,,
"1","Country","MEX","Mexico","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2011","2011",,,"0","Units",,,184258,,
"1","Country","MEX","Mexico","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,159.3,,
"1","Country","MEX","Mexico","HOMIC","Intentional Homicides (number)","ALL","All regions","2012","2012",,,"0","Units",,,25964,,
"1","Country","MEX","Mexico","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2012","2012",,,"0","Units",,,22.2,,
"1","Country","MEX","Mexico","HOMIC","Intentional Homicides (number)","ALL","All regions","2013","2013",,,"0","Units",,,23063,"E","Estimated value"
"1","Country","MEX","Mexico","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2013","2013",,,"0","Units",,,19.5,"E","Estimated value"
"1","Country","SWE","Sweden","HOMIC","Intentional Homicides (number)","ALL","All regions","2001","2001",,,"0","Units",,,86,,
"1","Country","SWE","Sweden","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2001","2001",,,"0","Units",,,1,,
"1","Country","SWE","Sweden","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2001","2001",,,"0","Units",,,60047,,
"1","Country","SWE","Sweden","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2001","2001",,,"0","Units",,,675,,
"1","Country","SWE","Sweden","HOMIC","Intentional Homicides (number)","ALL","All regions","2002","2002",,,"0","Units",,,99,,
"1","Country","SWE","Sweden","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2002","2002",,,"0","Units",,,1.1,,
"1","Country","SWE","Sweden","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2002","2002",,,"0","Units",,,61352,,
"1","Country","SWE","Sweden","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2002","2002",,,"0","Units",,,687.4,,
"1","Country","SWE","Sweden","HOMIC","Intentional Homicides (number)","ALL","All regions","2003","2003",,,"0","Units",,,83,,
"1","Country","SWE","Sweden","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2003","2003",,,"0","Units",,,0.9,,
"1","Country","SWE","Sweden","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2003","2003",,,"0","Units",,,53160,,
"1","Country","SWE","Sweden","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2003","2003",,,"0","Units",,,593.4,,
"1","Country","SWE","Sweden","HOMIC","Intentional Homicides (number)","ALL","All regions","2004","2004",,,"0","Units",,,108,,
"1","Country","SWE","Sweden","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2004","2004",,,"0","Units",,,1.2,,
"1","Country","SWE","Sweden","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2004","2004",,,"0","Units",,,47116,,
"1","Country","SWE","Sweden","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2004","2004",,,"0","Units",,,523.9,,
"1","Country","SWE","Sweden","HOMIC","Intentional Homicides (number)","ALL","All regions","2005","2005",,,"0","Units",,,80,,
"1","Country","SWE","Sweden","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2005","2005",,,"0","Units",,,0.9,,
"1","Country","SWE","Sweden","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2005","2005",,,"0","Units",,,42130,,
"1","Country","SWE","Sweden","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2005","2005",,,"0","Units",,,466.6,,
"1","Country","SWE","Sweden","HOMIC","Intentional Homicides (number)","ALL","All regions","2006","2006",,,"0","Units",,,93,,
"1","Country","SWE","Sweden","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2006","2006",,,"0","Units",,,1,,
"1","Country","SWE","Sweden","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2006","2006",,,"0","Units",,,36506,,
"1","Country","SWE","Sweden","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2006","2006",,,"0","Units",,,402,,
"1","Country","SWE","Sweden","HOMIC","Intentional Homicides (number)","ALL","All regions","2007","2007",,,"0","Units",,,107,,
"1","Country","SWE","Sweden","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2007","2007",,,"0","Units",,,1.2,,
"1","Country","SWE","Sweden","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2007","2007",,,"0","Units",,,32011,,
"1","Country","SWE","Sweden","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2007","2007",,,"0","Units",,,349.9,,
"1","Country","SWE","Sweden","HOMIC","Intentional Homicides (number)","ALL","All regions","2008","2008",,,"0","Units",,,77,,
"1","Country","SWE","Sweden","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2008","2008",,,"0","Units",,,0.8,,
"1","Country","SWE","Sweden","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2008","2008",,,"0","Units",,,27929,,
"1","Country","SWE","Sweden","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2008","2008",,,"0","Units",,,302.9,,
"1","Country","SWE","Sweden","HOMIC","Intentional Homicides (number)","ALL","All regions","2009","2009",,,"0","Units",,,87,,
"1","Country","SWE","Sweden","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,0.9,,
"1","Country","SWE","Sweden","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2009","2009",,,"0","Units",,,23741,,
"1","Country","SWE","Sweden","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,255.3,,
"1","Country","SWE","Sweden","HOMIC","Intentional Homicides (number)","ALL","All regions","2010","2010",,,"0","Units",,,91,,
"1","Country","SWE","Sweden","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,1,,
"1","Country","SWE","Sweden","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2010","2010",,,"0","Units",,,21320,,
"1","Country","SWE","Sweden","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,227.3,,
"1","Country","SWE","Sweden","HOMIC","Intentional Homicides (number)","ALL","All regions","2011","2011",,,"0","Units",,,81,,
"1","Country","SWE","Sweden","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,0.9,,
"1","Country","SWE","Sweden","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2011","2011",,,"0","Units",,,20095,,
"1","Country","SWE","Sweden","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,212.7,,
"1","Country","SWE","Sweden","HOMIC","Intentional Homicides (number)","ALL","All regions","2012","2012",,,"0","Units",,,68,,
"1","Country","SWE","Sweden","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2012","2012",,,"0","Units",,,0.7,,
"1","Country","SWE","Sweden","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2012","2012",,,"0","Units",,,16113,,
"1","Country","SWE","Sweden","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2012","2012",,,"0","Units",,,169.3,,
"1","Country","SWE","Sweden","HOMIC","Intentional Homicides (number)","ALL","All regions","2013","2013",,,"0","Units",,,87,,
"1","Country","SWE","Sweden","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2013","2013",,,"0","Units",,,0.9,,
"1","Country","SWE","Sweden","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2013","2013",,,"0","Units",,,15278,,
"1","Country","SWE","Sweden","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2013","2013",,,"0","Units",,,159.1,,
"1","Country","SWE","Sweden","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2014","2014",,,"0","Units",,,14278,,
"1","Country","SWE","Sweden","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2014","2014",,,"0","Units",,,147.3,,
"1","Country","CHE","Switzerland","HOMIC","Intentional Homicides (number)","ALL","All regions","2001","2001",,,"0","Units",,,86,,
"1","Country","CHE","Switzerland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2001","2001",,,"0","Units",,,1.2,,
"1","Country","CHE","Switzerland","HOMIC","Intentional Homicides (number)","ALL","All regions","2002","2002",,,"0","Units",,,86,,
"1","Country","CHE","Switzerland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2002","2002",,,"0","Units",,,1.2,,
"1","Country","CHE","Switzerland","HOMIC","Intentional Homicides (number)","ALL","All regions","2003","2003",,,"0","Units",,,73,,
"1","Country","CHE","Switzerland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2003","2003",,,"0","Units",,,1,,
"1","Country","CHE","Switzerland","HOMIC","Intentional Homicides (number)","ALL","All regions","2004","2004",,,"0","Units",,,79,,
"1","Country","CHE","Switzerland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2004","2004",,,"0","Units",,,1.1,,
"1","Country","CHE","Switzerland","HOMIC","Intentional Homicides (number)","ALL","All regions","2005","2005",,,"0","Units",,,75,,
"1","Country","CHE","Switzerland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2005","2005",,,"0","Units",,,1,,
"1","Country","CHE","Switzerland","HOMIC","Intentional Homicides (number)","ALL","All regions","2006","2006",,,"0","Units",,,60,,
"1","Country","CHE","Switzerland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2006","2006",,,"0","Units",,,0.8,,
"1","Country","CHE","Switzerland","HOMIC","Intentional Homicides (number)","ALL","All regions","2007","2007",,,"0","Units",,,51,,
"1","Country","CHE","Switzerland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2007","2007",,,"0","Units",,,0.7,,
"1","Country","CHE","Switzerland","HOMIC","Intentional Homicides (number)","ALL","All regions","2008","2008",,,"0","Units",,,54,,
"1","Country","CHE","Switzerland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2008","2008",,,"0","Units",,,0.7,,
"1","Country","CHE","Switzerland","HOMIC","Intentional Homicides (number)","ALL","All regions","2009","2009",,,"0","Units",,,51,,
"1","Country","CHE","Switzerland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,0.7,,
"1","Country","CHE","Switzerland","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2009","2009",,,"0","Units",,,9182,,
"1","Country","CHE","Switzerland","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2009","2009",,,"0","Units",,,118.6,,
"1","Country","CHE","Switzerland","HOMIC","Intentional Homicides (number)","ALL","All regions","2010","2010",,,"0","Units",,,52,,
"1","Country","CHE","Switzerland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,0.7,,
"1","Country","CHE","Switzerland","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2010","2010",,,"0","Units",,,7934,,
"1","Country","CHE","Switzerland","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2010","2010",,,"0","Units",,,101.4,,
"1","Country","CHE","Switzerland","HOMIC","Intentional Homicides (number)","ALL","All regions","2011","2011",,,"0","Units",,,46,,
"1","Country","CHE","Switzerland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,0.6,,
"1","Country","CHE","Switzerland","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2011","2011",,,"0","Units",,,7975,,
"1","Country","CHE","Switzerland","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2011","2011",,,"0","Units",,,100.8,,
"1","Country","CHE","Switzerland","HOMIC","Intentional Homicides (number)","ALL","All regions","2012","2012",,,"0","Units",,,45,,
"1","Country","CHE","Switzerland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2012","2012",,,"0","Units",,,0.6,,
"1","Country","CHE","Switzerland","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2012","2012",,,"0","Units",,,8100,,
"1","Country","CHE","Switzerland","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2012","2012",,,"0","Units",,,101.3,,
"1","Country","CHE","Switzerland","HOMIC","Intentional Homicides (number)","ALL","All regions","2013","2013",,,"0","Units",,,57,,
"1","Country","CHE","Switzerland","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2013","2013",,,"0","Units",,,0.7,,
"1","Country","CHE","Switzerland","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2013","2013",,,"0","Units",,,6256,,
"1","Country","CHE","Switzerland","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2013","2013",,,"0","Units",,,77.3,,
"1","Country","TUR","Turkey","HOMIC","Intentional Homicides (number)","ALL","All regions","2001","2001",,,"0","Units",,,5835,,
"1","Country","TUR","Turkey","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2001","2001",,,"0","Units",,,8.5,,
"1","Country","TUR","Turkey","HOMIC","Intentional Homicides (number)","ALL","All regions","2002","2002",,,"0","Units",,,5677,,
"1","Country","TUR","Turkey","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2002","2002",,,"0","Units",,,8.2,,
"1","Country","TUR","Turkey","HOMIC","Intentional Homicides (number)","ALL","All regions","2003","2003",,,"0","Units",,,5302,,
"1","Country","TUR","Turkey","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2003","2003",,,"0","Units",,,7.5,,
"1","Country","TUR","Turkey","HOMIC","Intentional Homicides (number)","ALL","All regions","2004","2004",,,"0","Units",,,4983,,
"1","Country","TUR","Turkey","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2004","2004",,,"0","Units",,,7,,
"1","Country","TUR","Turkey","HOMIC","Intentional Homicides (number)","ALL","All regions","2005","2005",,,"0","Units",,,3147,,
"1","Country","TUR","Turkey","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2005","2005",,,"0","Units",,,4.4,,
"1","Country","TUR","Turkey","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2005","2005",,,"0","Units",,,33384,,
"1","Country","TUR","Turkey","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2005","2005",,,"0","Units",,,46.3,,
"1","Country","TUR","Turkey","HOMIC","Intentional Homicides (number)","ALL","All regions","2006","2006",,,"0","Units",,,3015,,
"1","Country","TUR","Turkey","HOMIC_RA","Intentional Homicide Rate (homicides for 100 000 population)","ALL","All regions","2006","2006",,,"0","Units",,,4.2,,
"1","Country","TUR","Turkey","VEH_THEFT","Motor Vehicle Theft Rate (number)","ALL","All regions","2006","2006",,,"0","Units",,,33141,,
"1","Country","TUR","Turkey","VEH_THEFT_RA","Motor Vehicle Theft Rate (vehicule theft for 10 000 population)","ALL","All regions","2006","2006",,,"0","Units",,,46.6,,
"1","Country","TUR","Turkey","HOMIC","Intentional Homicides (number)","ALL","All regions","2007","2007",,,"0","Units",,,2354,,
